job_id,skill
AI00129,PyTorch
AI00130,Spark
AI00130,Python
AI00130,Deep Learning
AI00130,Linux
AI00130,Java
AI00131,AWS
AI00131,R
AI00131,Spark
AI00132,Python
AI00132,TensorFlow
AI00132,PyTorch
AI00133,Statistics
AI00133,Python
AI00133,SQL
AI00134,Hadoop
AI00134,Azure
AI00134,Python
AI00134,R
AI00135,Computer Vision
AI00135,GCP
AI00135,Azure
AI00135,SQL
AI00135,Python
AI00136,Hadoop
AI00136,Java
AI00136,Data Visualization
AI00137,Computer Vision
AI00137,SQL
AI00137,PyTorch
AI00137,Java
AI00138,Hadoop
AI00138,Python
AI00138,Git
AI00138,TensorFlow
AI00139,PyTorch
AI00139,Statistics
AI00139,MLOps
AI00139,Kubernetes
AI00139,Computer Vision
AI00140,Linux
AI00140,AWS
AI00140,Computer Vision
AI00140,Deep Learning
AI00141,PyTorch
AI00141,TensorFlow
AI00141,Hadoop
AI00141,Python
AI00142,GCP
AI00142,Kubernetes
AI00142,Computer Vision
AI00142,Deep Learning
AI00142,SQL
AI00143,SQL
AI00143,MLOps
AI00143,Python
AI00144,Python
AI00144,Hadoop
AI00144,Deep Learning
AI00145,GCP
AI00145,Linux
AI00145,R
AI00145,Hadoop
AI00146,TensorFlow
AI00146,Git
AI00146,Azure
AI00146,Python
AI00147,Kubernetes
AI00147,Deep Learning
AI00147,PyTorch
AI00148,SQL
AI00148,Data Visualization
AI00148,GCP
AI00148,Deep Learning
AI00148,MLOps
AI00149,GCP
AI00149,Python
AI00149,Computer Vision
AI00149,Git
AI00150,TensorFlow
AI00150,Kubernetes
AI00150,Deep Learning
AI00151,Computer Vision
AI00151,PyTorch
AI00151,Linux
AI00151,TensorFlow
AI00152,Git
AI00152,Tableau
AI00152,Hadoop
AI00152,Computer Vision
AI00153,R
AI00153,SQL
AI00153,Data Visualization
AI00154,Linux
AI00154,Python
AI00154,Scala
AI00154,Docker
AI00155,Python
AI00155,GCP
AI00155,TensorFlow
AI00156,Docker
AI00156,Deep Learning
AI00156,R
AI00157,Git
AI00157,Spark
AI00157,Azure
AI00157,Statistics
AI00158,Python
AI00158,Java
AI00158,Kubernetes
AI00158,SQL
AI00158,NLP
AI00159,Hadoop
AI00159,Mathematics
AI00159,Linux
AI00160,GCP
AI00160,Computer Vision
AI00160,Scala
AI00160,AWS
AI00160,Linux
AI00161,Data Visualization
AI00161,SQL
AI00161,Scala
AI00162,SQL
AI00162,Tableau
AI00162,Statistics
AI00162,GCP
AI00163,Deep Learning
AI00163,Python
AI00163,NLP
AI00164,R
AI00164,AWS
AI00164,Git
AI00164,Tableau
AI00165,Python
AI00165,Spark
AI00165,Hadoop
AI00166,Linux
AI00166,TensorFlow
AI00166,GCP
AI00166,Docker
AI00166,Azure
AI00167,TensorFlow
AI00167,Docker
AI00167,AWS
AI00167,Spark
AI00168,Linux
AI00168,Azure
AI00168,Kubernetes
AI00169,Statistics
AI00169,Tableau
AI00169,Java
AI00169,Data Visualization
AI00169,NLP
AI00170,Spark
AI00170,Linux
AI00170,AWS
AI00170,Deep Learning
AI00171,Scala
AI00171,Data Visualization
AI00171,TensorFlow
AI00171,Mathematics
AI00171,Java
AI00172,PyTorch
AI00172,Scala
AI00172,Hadoop
AI00172,Docker
AI00172,Computer Vision
AI00173,Tableau
AI00173,GCP
AI00173,Python
AI00174,Python
AI00174,TensorFlow
AI00174,GCP
AI00174,Java
AI00175,Statistics
AI00175,TensorFlow
AI00175,Python
AI00176,Scala
AI00176,Hadoop
AI00176,Azure
AI00177,Linux
AI00177,Azure
AI00177,Git
AI00177,Deep Learning
AI00177,Spark
AI00178,Kubernetes
AI00178,Git
AI00178,GCP
AI00178,NLP
AI00179,Scala
AI00179,Python
AI00179,Data Visualization
AI00179,Kubernetes
AI00179,Statistics
AI00180,Deep Learning
AI00180,Azure
AI00180,Python
AI00181,Statistics
AI00181,AWS
AI00181,Java
AI00181,PyTorch
AI00182,Python
AI00182,Spark
AI00182,TensorFlow
AI00183,SQL
AI00183,Docker
AI00183,Linux
AI00183,GCP
AI00184,PyTorch
AI00184,NLP
AI00184,MLOps
AI00184,Azure
AI00185,Docker
AI00185,Azure
AI00185,NLP
AI00186,Python
AI00186,TensorFlow
AI00186,R
AI00187,SQL
AI00187,PyTorch
AI00187,NLP
AI00187,Data Visualization
AI00188,Java
AI00188,Python
AI00188,Mathematics
AI00189,Mathematics
AI00189,Docker
AI00189,Deep Learning
AI00190,NLP
AI00190,R
AI00190,Scala
AI00190,Computer Vision
AI00190,Azure
AI00191,Python
AI00191,TensorFlow
AI00191,Scala
AI00191,AWS
AI00192,PyTorch
AI00192,SQL
AI00192,Kubernetes
AI00192,Git
AI00192,Java
AI00193,Java
AI00193,Python
AI00193,Deep Learning
AI00193,Statistics
AI00194,TensorFlow
AI00194,Docker
AI00194,R
AI00194,NLP
AI00194,Java
AI00195,Java
AI00195,Scala
AI00195,Tableau
AI00196,GCP
AI00196,TensorFlow
AI00196,Data Visualization
AI00197,Linux
AI00197,PyTorch
AI00197,TensorFlow
AI00197,Azure
AI00197,Python
AI00198,MLOps
AI00198,Python
AI00198,Linux
AI00198,NLP
AI00199,Linux
AI00199,Kubernetes
AI00199,Spark
AI00199,Java
AI00200,TensorFlow
AI00200,Kubernetes
AI00200,SQL
AI00200,Linux
AI00200,Mathematics
AI00201,MLOps
AI00201,Java
AI00201,AWS
AI00201,NLP
AI00201,PyTorch
AI00202,Statistics
AI00202,Python
AI00202,TensorFlow
AI00203,PyTorch
AI00203,SQL
AI00203,TensorFlow
AI00203,Git
AI00203,Azure
AI00204,Scala
AI00204,SQL
AI00204,Deep Learning
AI00204,Statistics
AI00204,GCP
AI00205,AWS
AI00205,Scala
AI00205,Docker
AI00206,Spark
AI00206,Kubernetes
AI00206,Mathematics
AI00207,Python
AI00207,SQL
AI00207,Git
AI00208,Python
AI00208,GCP
AI00208,Docker
AI00208,Git
AI00208,Java
AI00209,Mathematics
AI00209,Hadoop
AI00209,Tableau
AI00210,Linux
AI00210,Python
AI00210,NLP
AI00211,Java
AI00211,Docker
AI00211,Hadoop
AI00212,Python
AI00212,Kubernetes
AI00212,Statistics
AI00212,TensorFlow
AI00213,GCP
AI00213,Deep Learning
AI00213,Python
AI00213,MLOps
AI00214,R
AI00214,SQL
AI00214,AWS
AI00214,MLOps
AI00214,Data Visualization
AI00215,Azure
AI00215,Python
AI00215,TensorFlow
AI00215,Data Visualization
AI00216,GCP
AI00216,Azure
AI00216,Deep Learning
AI00216,Spark
AI00216,SQL
AI00217,MLOps
AI00217,Data Visualization
AI00217,Git
AI00217,TensorFlow
AI00217,Hadoop
AI00218,R
AI00218,Docker
AI00218,GCP
AI00218,Java
AI00219,PyTorch
AI00219,MLOps
AI00219,Computer Vision
AI00219,AWS
AI00219,Deep Learning
AI00220,AWS
AI00220,Hadoop
AI00220,Python
AI00220,Scala
AI00220,Computer Vision
AI00221,PyTorch
AI00221,SQL
AI00221,Kubernetes
AI00222,SQL
AI00222,Linux
AI00222,Tableau
AI00222,MLOps
AI00222,Spark
AI00223,Mathematics
AI00223,Hadoop
AI00223,Scala
AI00223,NLP
AI00223,Kubernetes
AI00224,Scala
AI00224,R
AI00224,SQL
AI00225,Java
AI00225,Python
AI00225,MLOps
AI00225,Docker
AI00226,SQL
AI00226,NLP
AI00226,Python
AI00227,Data Visualization
AI00227,Linux
AI00227,GCP
AI00227,Hadoop
AI00228,Hadoop
AI00228,Python
AI00228,Linux
AI00228,Mathematics
AI00229,Kubernetes
AI00229,Linux
AI00229,Tableau
AI00229,MLOps
AI00229,Statistics
AI00230,Docker
AI00230,PyTorch
AI00230,Spark
AI00230,TensorFlow
AI00230,NLP
AI00231,Tableau
AI00231,Linux
AI00231,PyTorch
AI00231,Java
AI00231,AWS
AI00232,Azure
AI00232,Python
AI00232,Mathematics
AI00233,TensorFlow
AI00233,Linux
AI00233,Deep Learning
AI00233,Hadoop
AI00234,TensorFlow
AI00234,Azure
AI00234,Tableau
AI00234,Data Visualization
AI00234,Hadoop
AI00235,NLP
AI00235,Tableau
AI00235,Kubernetes
AI00235,SQL
AI00235,GCP
AI00236,Scala
AI00236,Python
AI00236,Data Visualization
AI00237,Hadoop
AI00237,Spark
AI00237,Kubernetes
AI00237,Scala
AI00238,Linux
AI00238,Kubernetes
AI00238,Data Visualization
AI00238,TensorFlow
AI00238,Docker
AI00239,Git
AI00239,Statistics
AI00239,Data Visualization
AI00239,Python
AI00239,Scala
AI00240,Hadoop
AI00240,Spark
AI00240,Tableau
AI00240,R
AI00240,Python
AI00241,TensorFlow
AI00241,MLOps
AI00241,Kubernetes
AI00241,SQL
AI00241,Java
AI00242,Hadoop
AI00242,Azure
AI00242,Java
AI00242,MLOps
AI00243,Git
AI00243,Docker
AI00243,Statistics
AI00243,Mathematics
AI00244,Spark
AI00244,Git
AI00244,Hadoop
AI00245,Python
AI00245,Mathematics
AI00245,PyTorch
AI00245,Spark
AI00246,R
AI00246,Azure
AI00246,MLOps
AI00247,Git
AI00247,Statistics
AI00247,Mathematics
AI00247,Hadoop
AI00247,Java
AI00248,SQL
AI00248,Statistics
AI00248,Mathematics
AI00248,TensorFlow
AI00248,GCP
AI00249,Java
AI00249,Azure
AI00249,Tableau
AI00249,Python
AI00250,Git
AI00250,Scala
AI00250,NLP
AI00250,Python
AI00251,PyTorch
AI00251,Python
AI00251,Deep Learning
AI00251,SQL
AI00251,MLOps
AI00252,Python
AI00252,Linux
AI00252,Tableau
AI00252,SQL
AI00252,MLOps
AI00253,TensorFlow
AI00253,Hadoop
AI00253,Python
AI00253,Java
AI00253,Docker
AI00254,PyTorch
AI00254,Java
AI00254,Kubernetes
AI00255,Azure
AI00255,PyTorch
AI00255,NLP
AI00255,TensorFlow
AI00256,Spark
AI00256,Java
AI00256,GCP
AI00257,SQL
AI00257,Python
AI00257,GCP
AI00258,Python
AI00258,GCP
AI00258,Mathematics
AI00258,Scala
AI00258,Deep Learning
AI00259,GCP
AI00259,Python
AI00259,Azure
AI00259,Scala
AI00260,TensorFlow
AI00260,PyTorch
AI00260,Spark
AI00261,R
AI00261,Python
AI00261,Data Visualization
AI00261,TensorFlow
AI00262,Data Visualization
AI00262,Scala
AI00262,Python
AI00262,SQL
AI00262,Linux
AI00263,Java
AI00263,AWS
AI00263,GCP
AI00263,Spark
AI00264,AWS
AI00264,Mathematics
AI00264,Linux
AI00265,Scala
AI00265,AWS
AI00265,Spark
AI00265,Deep Learning
AI00266,Scala
AI00266,GCP
AI00266,MLOps
AI00266,Python
AI00266,Computer Vision
AI00267,Scala
AI00267,Mathematics
AI00267,MLOps
AI00267,Python
AI00268,R
AI00268,Git
AI00268,Statistics
AI00268,Spark
AI00268,Python
AI00269,Java
AI00269,Kubernetes
AI00269,Tableau
AI00270,Docker
AI00270,Hadoop
AI00270,PyTorch
AI00270,Python
AI00270,Java
AI00271,AWS
AI00271,R
AI00271,Python
AI00272,MLOps
AI00272,Data Visualization
AI00272,Deep Learning
AI00272,Python
AI00273,R
AI00273,Linux
AI00273,AWS
AI00274,Azure
AI00274,Git
AI00274,SQL
AI00274,NLP
AI00274,Docker
AI00275,Git
AI00275,NLP
AI00275,MLOps
AI00276,Java
AI00276,Git
AI00276,Data Visualization
AI00276,SQL
AI00276,Kubernetes
AI00277,Git
AI00277,Java
AI00277,MLOps
AI00278,TensorFlow
AI00278,Kubernetes
AI00278,Git
AI00278,Computer Vision
AI00278,Statistics
AI00279,Linux
AI00279,Statistics
AI00279,MLOps
AI00279,Computer Vision
AI00279,Deep Learning
AI00280,Tableau
AI00280,GCP
AI00280,SQL
AI00280,MLOps
AI00281,GCP
AI00281,R
AI00281,Python
AI00281,Kubernetes
AI00282,Azure
AI00282,Python
AI00282,Data Visualization
AI00283,PyTorch
AI00283,Scala
AI00283,NLP
AI00283,GCP
AI00284,Java
AI00284,Hadoop
AI00284,Deep Learning
AI00284,TensorFlow
AI00285,Deep Learning
AI00285,Statistics
AI00285,Docker
AI00286,Spark
AI00286,Python
AI00286,Tableau
AI00287,Tableau
AI00287,SQL
AI00287,MLOps
AI00287,PyTorch
AI00288,Docker
AI00288,TensorFlow
AI00288,Hadoop
AI00288,Git
AI00288,Scala
AI00289,Tableau
AI00289,AWS
AI00289,NLP
AI00289,Scala
AI00290,Git
AI00290,SQL
AI00290,Spark
AI00290,MLOps
AI00291,Tableau
AI00291,Linux
AI00291,SQL
AI00291,Spark
AI00291,GCP
AI00292,Hadoop
AI00292,SQL
AI00292,Computer Vision
AI00293,SQL
AI00293,MLOps
AI00293,Data Visualization
AI00293,Scala
AI00293,Git
AI00294,Data Visualization
AI00294,Hadoop
AI00294,Scala
AI00294,AWS
AI00295,Mathematics
AI00295,Scala
AI00295,MLOps
AI00295,SQL
AI00296,R
AI00296,SQL
AI00296,Scala
AI00297,Git
AI00297,AWS
AI00297,PyTorch
AI00298,Computer Vision
AI00298,SQL
AI00298,Java
AI00298,GCP
AI00299,Python
AI00299,TensorFlow
AI00299,Git
AI00299,PyTorch
AI00299,MLOps
AI00300,AWS
AI00300,SQL
AI00300,Azure
AI00301,Mathematics
AI00301,R
AI00301,MLOps
AI00302,R
AI00302,Python
AI00302,Azure
AI00302,Java
AI00303,Kubernetes
AI00303,Scala
AI00303,Data Visualization
AI00304,Deep Learning
AI00304,Kubernetes
AI00304,SQL
AI00305,Kubernetes
AI00305,Scala
AI00305,PyTorch
AI00305,AWS
AI00305,Docker
AI00306,Python
AI00306,Kubernetes
AI00306,Scala
AI00306,Linux
AI00307,Git
AI00307,Python
AI00307,Scala
AI00307,AWS
AI00308,Hadoop
AI00308,GCP
AI00308,MLOps
AI00308,Statistics
AI00309,Hadoop
AI00309,Python
AI00309,Kubernetes
AI00310,Git
AI00310,Python
AI00310,TensorFlow
AI00310,SQL
AI00311,Linux
AI00311,GCP
AI00311,Statistics
AI00311,NLP
AI00311,Azure
AI00312,R
AI00312,Git
AI00312,Computer Vision
AI00313,Linux
AI00313,SQL
AI00313,PyTorch
AI00313,NLP
AI00313,Git
AI00314,SQL
AI00314,Computer Vision
AI00314,Linux
AI00314,Data Visualization
AI00314,Git
AI00315,Python
AI00315,Spark
AI00315,TensorFlow
AI00316,Java
AI00316,MLOps
AI00316,TensorFlow
AI00317,NLP
AI00317,SQL
AI00317,Python
AI00318,Docker
AI00318,Python
AI00318,Mathematics
AI00319,Kubernetes
AI00319,Mathematics
AI00319,Git
AI00319,PyTorch
AI00320,Python
AI00320,TensorFlow
AI00320,Tableau
AI00320,Linux
AI00320,Java
AI00321,Spark
AI00321,Data Visualization
AI00321,SQL
AI00321,TensorFlow
AI00321,GCP
AI00322,Python
AI00322,Mathematics
AI00322,Deep Learning
AI00322,TensorFlow
AI00322,AWS
AI00323,Linux
AI00323,R
AI00323,Scala
AI00324,Python
AI00324,TensorFlow
AI00324,Tableau
AI00325,SQL
AI00325,PyTorch
AI00325,Azure
AI00326,PyTorch
AI00326,SQL
AI00326,Java
AI00326,Git
AI00327,Scala
AI00327,Linux
AI00327,Docker
AI00327,Git
AI00328,Mathematics
AI00328,PyTorch
AI00328,Azure
AI00329,Scala
AI00329,Linux
AI00329,Python
AI00330,Data Visualization
AI00330,PyTorch
AI00330,SQL
AI00330,Computer Vision
AI00330,GCP
AI00331,Deep Learning
AI00331,SQL
AI00331,Data Visualization
AI00331,NLP
AI00331,Tableau
AI00332,Kubernetes
AI00332,Java
AI00332,Computer Vision
AI00333,Tableau
AI00333,Linux
AI00333,Java
AI00333,Kubernetes
AI00333,Computer Vision
AI00334,Statistics
AI00334,Git
AI00334,Data Visualization
AI00335,PyTorch
AI00335,SQL
AI00335,AWS
AI00335,Spark
AI00336,R
AI00336,Kubernetes
AI00336,TensorFlow
AI00336,Data Visualization
AI00337,TensorFlow
AI00337,AWS
AI00337,Git
AI00337,Azure
AI00338,Mathematics
AI00338,Git
AI00338,Linux
AI00339,Python
AI00339,Data Visualization
AI00339,Azure
AI00340,PyTorch
AI00340,Mathematics
AI00340,Linux
AI00341,Spark
AI00341,Statistics
AI00341,Tableau
AI00341,Deep Learning
AI00342,Kubernetes
AI00342,AWS
AI00342,NLP
AI00342,Git
AI00343,SQL
AI00343,Tableau
AI00343,PyTorch
AI00343,NLP
AI00343,GCP
AI00344,Scala
AI00344,Docker
AI00344,Data Visualization
AI00345,Scala
AI00345,Python
AI00345,GCP
AI00345,AWS
AI00346,Tableau
AI00346,Azure
AI00346,AWS
AI00346,Data Visualization
AI00347,SQL
AI00347,Mathematics
AI00347,Linux
AI00347,Scala
AI00347,Hadoop
AI00348,Docker
AI00348,AWS
AI00348,Computer Vision
AI00348,MLOps
AI00349,Docker
AI00349,Git
AI00349,Data Visualization
AI00350,GCP
AI00350,Linux
AI00350,R
AI00350,Scala
AI00351,AWS
AI00351,Spark
AI00351,Mathematics
AI00352,GCP
AI00352,Java
AI00352,PyTorch
AI00352,Mathematics
AI00352,Computer Vision
AI00353,Deep Learning
AI00353,Computer Vision
AI00353,Tableau
AI00353,PyTorch
AI00354,Python
AI00354,Hadoop
AI00354,Azure
AI00354,Computer Vision
AI00355,Python
AI00355,TensorFlow
AI00355,Linux
AI00356,Azure
AI00356,NLP
AI00356,Scala
AI00357,Linux
AI00357,Hadoop
AI00357,Spark
AI00357,Azure
AI00358,Tableau
AI00358,SQL
AI00358,Linux
AI00359,Git
AI00359,Hadoop
AI00359,PyTorch
AI00359,Java
AI00360,Kubernetes
AI00360,Data Visualization
AI00360,Computer Vision
AI00360,SQL
AI00361,Statistics
AI00361,GCP
AI00361,SQL
AI00362,TensorFlow
AI00362,Data Visualization
AI00362,Kubernetes
AI00362,Linux
AI00363,Statistics
AI00363,Spark
AI00363,Data Visualization
